Rented Bike Count,Temperature(°C),Humidity(%),Wind speed (m/s),Rainfall(mm),Snowfall (cm),weekday_sin,weekday_cos,Hour_sin,Hour_cos,No Holiday,Autumn,Spring,Summer
153,7.9,59,1.4,0.0,0.0,0.43388373911755823,-0.900968867902419,0.8486442574947509,0.5289640103269624,1,0,1,0
367,7.6,55,1.2,0.0,0.0,0.43388373911755823,-0.900968867902419,0.9377521321470804,0.3473052528448203,1,0,1,0
254,7.7,48,0.4,0.0,0.0,0.43388373911755823,-0.900968867902419,0.9884683243281114,0.1514277775045767,1,0,1,0
20,9.6,39,0.8,0.0,0.0,0.43388373911755823,-0.900968867902419,0.9987165071710528,-0.05064916883871264,1,0,1,0
316,12.4,29,1.5,0.0,0.0,0.43388373911755823,-0.900968867902419,0.9680771188662043,-0.2506525322587204,1,0,1,0
139,14.7,29,1.7,0.0,0.0,0.43388373911755823,-0.900968867902419,0.8978045395707416,-0.4403941515576344,1,0,1,0
795,16.1,23,2.5,0.0,0.0,0.43388373911755823,-0.900968867902419,0.7907757369376989,-0.6121059825476626,1,0,1,0
919,17.8,21,2.7,0.0,0.0,0.43388373911755823,-0.900968867902419,0.6513724827222223,-0.758758122692791,1,0,1,0
930,19.2,17,2.2,0.0,0.0,0.43388373911755823,-0.900968867902419,0.48530196253108104,-0.8743466161445821,1,0,1,0
996,20.5,17,3.1,0.0,0.0,0.43388373911755823,-0.900968867902419,0.29936312297335804,-0.9541392564000488,1,0,1,0
1039,20.2,21,4.8,0.0,0.0,0.43388373911755823,-0.900968867902419,0.10116832198743272,-0.994869323391895,1,0,1,0
1198,19.8,25,4.4,0.0,0.0,0.43388373911755823,-0.900968867902419,-0.10116832198743204,-0.9948693233918952,1,0,1,0
1534,20.1,27,1.9,0.0,0.0,0.43388373911755823,-0.900968867902419,-0.2993631229733582,-0.9541392564000488,1,0,1,0
2198,19.1,31,3.0,0.0,0.0,0.43388373911755823,-0.900968867902419,-0.4853019625310808,-0.8743466161445822,1,0,1,0
1489,17.4,34,2.2,0.0,0.0,0.43388373911755823,-0.900968867902419,-0.651372482722222,-0.7587581226927911,1,0,1,0
1313,15.5,38,1.7,0.0,0.0,0.43388373911755823,-0.900968867902419,-0.7907757369376986,-0.6121059825476627,1,0,1,0
1165,14.2,44,2.4,0.0,0.0,0.43388373911755823,-0.900968867902419,-0.8978045395707417,-0.44039415155763423,1,0,1,0
1054,13.4,49,1.1,0.0,0.0,0.43388373911755823,-0.900968867902419,-0.9680771188662041,-0.2506525322587213,1,0,1,0
677,12.9,51,1.7,0.0,0.0,0.43388373911755823,-0.900968867902419,-0.9987165071710528,-0.05064916883871355,1,0,1,0
553,12.4,56,0.5,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.0,1.0,1,0,1,0
436,11.8,60,0.2,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.20129852008866006,0.9795299412524945,1,0,1,0
305,11.7,63,0.5,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.39435585511331855,0.9189578116202306,1,0,1,0
188,11.3,61,0.3,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.5712682150947923,0.8207634412072763,1,0,1,0
134,11.4,60,0.8,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.72479278722912,0.6889669190756866,1,0,1,0
168,11.4,60,0.4,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.8486442574947509,0.5289640103269624,1,0,1,0
414,11.2,63,0.7,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.9377521321470804,0.3473052528448203,1,0,1,0
979,11.3,62,0.7,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.9884683243281114,0.1514277775045767,1,0,1,0
1659,13.0,54,1.2,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.9987165071710528,-0.05064916883871264,1,0,1,0
962,15.8,42,0.9,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.9680771188662043,-0.2506525322587204,1,0,1,0
708,18.2,36,1.0,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.8978045395707416,-0.4403941515576344,1,0,1,0
805,20.6,34,2.2,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.7907757369376989,-0.6121059825476626,1,0,1,0
1019,22.5,33,1.8,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.6513724827222223,-0.758758122692791,1,0,1,0
973,24.2,30,1.5,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.48530196253108104,-0.8743466161445821,1,0,1,0
970,25.9,28,2.2,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.29936312297335804,-0.9541392564000488,1,0,1,0
1080,26.1,27,1.8,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.10116832198743272,-0.994869323391895,1,0,1,0
1206,25.7,30,3.4,0.0,0.0,-0.433883739117558,-0.9009688679024191,-0.10116832198743204,-0.9948693233918952,1,0,1,0
1543,25.6,30,2.3,0.0,0.0,-0.433883739117558,-0.9009688679024191,-0.2993631229733582,-0.9541392564000488,1,0,1,0
2268,24.7,33,2.3,0.0,0.0,-0.433883739117558,-0.9009688679024191,-0.4853019625310808,-0.8743466161445822,1,0,1,0
1578,22.9,35,1.8,0.0,0.0,-0.433883739117558,-0.9009688679024191,-0.651372482722222,-0.7587581226927911,1,0,1,0
1358,21.1,43,1.8,0.0,0.0,-0.433883739117558,-0.9009688679024191,-0.7907757369376986,-0.6121059825476627,1,0,1,0
1213,19.2,50,1.5,0.0,0.0,-0.433883739117558,-0.9009688679024191,-0.8978045395707417,-0.44039415155763423,1,0,1,0
1183,18.2,52,1.3,0.0,0.0,-0.433883739117558,-0.9009688679024191,-0.9680771188662041,-0.2506525322587213,1,0,1,0
891,17.3,57,0.6,0.0,0.0,-0.433883739117558,-0.9009688679024191,-0.9987165071710528,-0.05064916883871355,1,0,1,0
707,16.3,59,0.2,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,1,0,1,0
628,15.5,60,1.1,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.20129852008866006,0.9795299412524945,1,0,1,0
436,14.7,63,1.8,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.39435585511331855,0.9189578116202306,1,0,1,0
307,14.2,62,1.4,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.5712682150947923,0.8207634412072763,1,0,1,0
166,13.6,67,1.6,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.72479278722912,0.6889669190756866,1,0,1,0
122,13.0,70,0.5,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.8486442574947509,0.5289640103269624,1,0,1,0
184,12.3,67,0.5,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.9377521321470804,0.3473052528448203,1,0,1,0
324,12.5,68,1.1,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.9884683243281114,0.1514277775045767,1,0,1,0
600,14.6,54,0.9,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.9987165071710528,-0.05064916883871264,1,0,1,0
647,18.1,33,1.1,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.9680771188662043,-0.2506525322587204,1,0,1,0
702,20.6,24,2.0,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.8978045395707416,-0.4403941515576344,1,0,1,0
872,23.1,19,2.0,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.7907757369376989,-0.6121059825476626,1,0,1,0
1130,24.3,14,3.3,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.6513724827222223,-0.758758122692791,1,0,1,0
1315,24.6,10,2.7,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.48530196253108104,-0.8743466161445821,1,0,1,0
1511,25.0,14,3.8,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.29936312297335804,-0.9541392564000488,1,0,1,0
1730,25.0,13,4.1,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.10116832198743272,-0.994869323391895,1,0,1,0
1942,24.8,13,3.3,0.0,0.0,-0.9749279121818236,-0.2225209339563146,-0.10116832198743204,-0.9948693233918952,1,0,1,0
2032,23.2,12,3.6,0.0,0.0,-0.9749279121818236,-0.2225209339563146,-0.2993631229733582,-0.9541392564000488,1,0,1,0
1986,22.2,11,3.0,0.0,0.0,-0.9749279121818236,-0.2225209339563146,-0.4853019625310808,-0.8743466161445822,1,0,1,0
1711,20.7,15,2.0,0.0,0.0,-0.9749279121818236,-0.2225209339563146,-0.651372482722222,-0.7587581226927911,1,0,1,0
1581,19.1,18,1.2,0.0,0.0,-0.9749279121818236,-0.2225209339563146,-0.7907757369376986,-0.6121059825476627,1,0,1,0
1491,17.8,21,1.2,0.0,0.0,-0.9749279121818236,-0.2225209339563146,-0.8978045395707417,-0.44039415155763423,1,0,1,0
1292,16.7,28,1.0,0.0,0.0,-0.9749279121818236,-0.2225209339563146,-0.9680771188662041,-0.2506525322587213,1,0,1,0
988,16.0,33,0.5,0.0,0.0,-0.9749279121818236,-0.2225209339563146,-0.9987165071710528,-0.05064916883871355,1,0,1,0
826,15.9,35,0.3,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.0,1.0,1,0,1,0
578,15.9,39,0.2,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.20129852008866006,0.9795299412524945,1,0,1,0
410,15.4,41,0.5,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.39435585511331855,0.9189578116202306,1,0,1,0
289,15.2,31,0.3,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.5712682150947923,0.8207634412072763,1,0,1,0
192,14.9,35,0.8,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.72479278722912,0.6889669190756866,1,0,1,0
136,14.8,38,0.6,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.8486442574947509,0.5289640103269624,1,0,1,0
155,14.6,42,0.5,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.9377521321470804,0.3473052528448203,1,0,1,0
278,15.0,41,0.3,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.9884683243281114,0.1514277775045767,1,0,1,0
429,16.3,40,0.8,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.9987165071710528,-0.05064916883871264,1,0,1,0
247,16.9,45,0.9,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.9680771188662043,-0.2506525322587204,1,0,1,0
486,16.3,62,0.8,0.3,0.0,-0.7818314824680299,0.6234898018587334,0.8978045395707416,-0.4403941515576344,1,0,1,0
424,17.4,54,0.9,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.7907757369376989,-0.6121059825476626,1,0,1,0
631,18.9,44,0.9,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.6513724827222223,-0.758758122692791,1,0,1,0
842,20.5,35,1.1,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.48530196253108104,-0.8743466161445821,1,0,1,0
384,20.7,32,1.5,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.29936312297335804,-0.9541392564000488,1,0,1,0
234,19.6,44,2.4,0.2,0.0,-0.7818314824680299,0.6234898018587334,0.10116832198743272,-0.994869323391895,1,0,1,0
103,19.1,52,0.9,0.0,0.0,-0.7818314824680299,0.6234898018587334,-0.10116832198743204,-0.9948693233918952,1,0,1,0
46,17.9,65,1.2,1.0,0.0,-0.7818314824680299,0.6234898018587334,-0.2993631229733582,-0.9541392564000488,1,0,1,0
63,16.1,73,1.3,0.5,0.0,-0.7818314824680299,0.6234898018587334,-0.4853019625310808,-0.8743466161445822,1,0,1,0
32,15.2,64,1.7,0.5,0.0,-0.7818314824680299,0.6234898018587334,-0.651372482722222,-0.7587581226927911,1,0,1,0
12,13.3,80,1.8,1.5,0.0,-0.7818314824680299,0.6234898018587334,-0.7907757369376986,-0.6121059825476627,1,0,1,0
24,12.0,86,2.3,2.5,0.0,-0.7818314824680299,0.6234898018587334,-0.8978045395707417,-0.44039415155763423,1,0,1,0
13,11.6,89,2.0,4.0,0.0,-0.7818314824680299,0.6234898018587334,-0.9680771188662041,-0.2506525322587213,1,0,1,0
18,11.3,94,1.6,3.0,0.0,-0.7818314824680299,0.6234898018587334,-0.9987165071710528,-0.05064916883871355,1,0,1,0
81,10.7,94,2.6,2.0,0.0,0.0,1.0,0.0,1.0,1,0,1,0
41,10.6,87,2.3,0.1,0.0,0.0,1.0,0.20129852008866006,0.9795299412524945,1,0,1,0
21,10.2,90,2.2,0.9,0.0,0.0,1.0,0.39435585511331855,0.9189578116202306,1,0,1,0
8,9.9,93,2.3,0.5,0.0,0.0,1.0,0.5712682150947923,0.8207634412072763,1,0,1,0
2,9.5,95,2.4,3.5,0.0,0.0,1.0,0.72479278722912,0.6889669190756866,1,0,1,0
6,9.2,95,2.3,2.5,0.0,0.0,1.0,0.8486442574947509,0.5289640103269624,1,0,1,0
5,9.1,95,2.7,7.0,0.0,0.0,1.0,0.9377521321470804,0.3473052528448203,1,0,1,0
17,9.0,95,2.3,6.0,0.0,0.0,1.0,0.9884683243281114,0.1514277775045767,1,0,1,0
25,8.8,95,2.8,5.0,0.0,0.0,1.0,0.9987165071710528,-0.05064916883871264,1,0,1,0
9,8.5,95,2.6,8.0,0.0,0.0,1.0,0.9680771188662043,-0.2506525322587204,1,0,1,0
12,8.6,95,2.5,4.0,0.0,0.0,1.0,0.8978045395707416,-0.4403941515576344,1,0,1,0
10,8.9,91,2.2,1.5,0.0,0.0,1.0,0.7907757369376989,-0.6121059825476626,1,0,1,0
10,9.0,96,1.9,5.5,0.0,0.0,1.0,0.6513724827222223,-0.758758122692791,1,0,1,0
11,9.3,95,2.3,2.5,0.0,0.0,1.0,0.48530196253108104,-0.8743466161445821,1,0,1,0
17,9.4,96,2.6,4.0,0.0,0.0,1.0,0.29936312297335804,-0.9541392564000488,1,0,1,0
14,9.5,96,2.2,1.5,0.0,0.0,1.0,0.10116832198743272,-0.994869323391895,1,0,1,0
41,9.6,96,1.7,1.0,0.0,0.0,1.0,-0.10116832198743204,-0.9948693233918952,1,0,1,0
42,9.4,95,1.9,0.5,0.0,0.0,1.0,-0.2993631229733582,-0.9541392564000488,1,0,1,0
39,9.4,96,1.9,1.0,0.0,0.0,1.0,-0.4853019625310808,-0.8743466161445822,1,0,1,0
50,9.4,95,1.8,1.5,0.0,0.0,1.0,-0.651372482722222,-0.7587581226927911,1,0,1,0
37,9.4,95,1.6,1.0,0.0,0.0,1.0,-0.7907757369376986,-0.6121059825476627,1,0,1,0
82,9.4,94,2.1,1.5,0.0,0.0,1.0,-0.8978045395707417,-0.44039415155763423,1,0,1,0
164,9.6,90,1.9,0.0,0.0,0.0,1.0,-0.9680771188662041,-0.2506525322587213,1,0,1,0
233,9.8,87,1.9,0.0,0.0,0.0,1.0,-0.9987165071710528,-0.05064916883871355,1,0,1,0
213,9.8,86,1.3,0.0,0.0,0.7818314824680298,0.6234898018587336,0.0,1.0,1,0,1,0
157,10.1,83,1.6,0.0,0.0,0.7818314824680298,0.6234898018587336,0.20129852008866006,0.9795299412524945,1,0,1,0
68,10.1,83,1.4,0.1,0.0,0.7818314824680298,0.6234898018587336,0.39435585511331855,0.9189578116202306,1,0,1,0
35,9.6,94,1.3,2.4,0.0,0.7818314824680298,0.6234898018587336,0.5712682150947923,0.8207634412072763,1,0,1,0
34,9.5,94,1.2,0.5,0.0,0.7818314824680298,0.6234898018587336,0.72479278722912,0.6889669190756866,1,0,1,0
77,9.4,93,1.3,0.0,0.0,0.7818314824680298,0.6234898018587336,0.8486442574947509,0.5289640103269624,1,0,1,0
262,9.6,87,2.0,0.0,0.0,0.7818314824680298,0.6234898018587336,0.9377521321470804,0.3473052528448203,1,0,1,0
751,9.8,84,1.3,0.0,0.0,0.7818314824680298,0.6234898018587336,0.9884683243281114,0.1514277775045767,1,0,1,0
1502,10.5,79,1.3,0.0,0.0,0.7818314824680298,0.6234898018587336,0.9987165071710528,-0.05064916883871264,1,0,1,0
814,12.0,71,1.4,0.0,0.0,0.7818314824680298,0.6234898018587336,0.9680771188662043,-0.2506525322587204,1,0,1,0
638,12.9,68,1.3,0.0,0.0,0.7818314824680298,0.6234898018587336,0.8978045395707416,-0.4403941515576344,1,0,1,0
710,14.1,62,1.6,0.0,0.0,0.7818314824680298,0.6234898018587336,0.7907757369376989,-0.6121059825476626,1,0,1,0
925,15.2,57,1.9,0.0,0.0,0.7818314824680298,0.6234898018587336,0.6513724827222223,-0.758758122692791,1,0,1,0
923,15.9,53,2.1,0.0,0.0,0.7818314824680298,0.6234898018587336,0.48530196253108104,-0.8743466161445821,1,0,1,0
942,16.0,52,1.7,0.0,0.0,0.7818314824680298,0.6234898018587336,0.29936312297335804,-0.9541392564000488,1,0,1,0
971,16.1,52,1.5,0.0,0.0,0.7818314824680298,0.6234898018587336,0.10116832198743272,-0.994869323391895,1,0,1,0
1118,15.5,52,1.7,0.0,0.0,0.7818314824680298,0.6234898018587336,-0.10116832198743204,-0.9948693233918952,1,0,1,0
1462,15.1,52,1.9,0.0,0.0,0.7818314824680298,0.6234898018587336,-0.2993631229733582,-0.9541392564000488,1,0,1,0
2318,14.1,43,1.6,0.0,0.0,0.7818314824680298,0.6234898018587336,-0.4853019625310808,-0.8743466161445822,1,0,1,0
1580,13.3,37,1.2,0.0,0.0,0.7818314824680298,0.6234898018587336,-0.651372482722222,-0.7587581226927911,1,0,1,0
1332,12.6,49,0.8,0.0,0.0,0.7818314824680298,0.6234898018587336,-0.7907757369376986,-0.6121059825476627,1,0,1,0
1372,11.5,47,1.1,0.0,0.0,0.7818314824680298,0.6234898018587336,-0.8978045395707417,-0.44039415155763423,1,0,1,0
1215,10.4,43,0.7,0.0,0.0,0.7818314824680298,0.6234898018587336,-0.9680771188662041,-0.2506525322587213,1,0,1,0
725,9.6,44,0.7,0.0,0.0,0.7818314824680298,0.6234898018587336,-0.9987165071710528,-0.05064916883871355,1,0,1,0
536,8.9,55,0.7,0.0,0.0,0.9749279121818236,-0.22252093395631434,0.0,1.0,1,0,1,0
444,8.4,58,1.1,0.0,0.0,0.9749279121818236,-0.22252093395631434,0.20129852008866006,0.9795299412524945,1,0,1,0
306,7.7,60,0.3,0.0,0.0,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,1,0,1,0
206,7.1,60,0.3,0.0,0.0,0.9749279121818236,-0.22252093395631434,0.5712682150947923,0.8207634412072763,1,0,1,0
117,6.4,66,0.5,0.0,0.0,0.9749279121818236,-0.22252093395631434,0.72479278722912,0.6889669190756866,1,0,1,0
148,6.0,63,0.5,0.0,0.0,0.9749279121818236,-0.22252093395631434,0.8486442574947509,0.5289640103269624,1,0,1,0
449,5.8,55,0.3,0.0,0.0,0.9749279121818236,-0.22252093395631434,0.9377521321470804,0.3473052528448203,1,0,1,0
1123,6.4,51,0.3,0.0,0.0,0.9749279121818236,-0.22252093395631434,0.9884683243281114,0.1514277775045767,1,0,1,0
1900,8.8,37,0.9,0.0,0.0,0.9749279121818236,-0.22252093395631434,0.9987165071710528,-0.05064916883871264,1,0,1,0
1066,11.7,32,0.8,0.0,0.0,0.9749279121818236,-0.22252093395631434,0.9680771188662043,-0.2506525322587204,1,0,1,0
756,14.8,29,0.6,0.0,0.0,0.9749279121818236,-0.22252093395631434,0.8978045395707416,-0.4403941515576344,1,0,1,0
938,17.5,25,1.3,0.0,0.0,0.9749279121818236,-0.22252093395631434,0.7907757369376989,-0.6121059825476626,1,0,1,0
1192,19.4,20,1.1,0.0,0.0,0.9749279121818236,-0.22252093395631434,0.6513724827222223,-0.758758122692791,1,0,1,0
1141,20.8,23,1.7,0.0,0.0,0.9749279121818236,-0.22252093395631434,0.48530196253108104,-0.8743466161445821,1,0,1,0
1161,22.1,22,2.1,0.0,0.0,0.9749279121818236,-0.22252093395631434,0.29936312297335804,-0.9541392564000488,1,0,1,0
1180,22.8,21,2.1,0.0,0.0,0.9749279121818236,-0.22252093395631434,0.10116832198743272,-0.994869323391895,1,0,1,0
1447,23.1,19,3.1,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.10116832198743204,-0.9948693233918952,1,0,1,0
1878,22.9,23,2.8,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.2993631229733582,-0.9541392564000488,1,0,1,0
2807,21.2,32,3.8,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.4853019625310808,-0.8743466161445822,1,0,1,0
1958,18.2,36,3.5,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.651372482722222,-0.7587581226927911,1,0,1,0
1651,16.8,29,4.3,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.7907757369376986,-0.6121059825476627,1,0,1,0
1593,15.9,35,1.4,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.8978045395707417,-0.44039415155763423,1,0,1,0
1382,15.2,35,1.2,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.9680771188662041,-0.2506525322587213,1,0,1,0
906,14.0,45,0.6,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.9987165071710528,-0.05064916883871355,1,0,1,0
692,13.1,47,0.3,0.0,0.0,0.43388373911755823,-0.900968867902419,0.0,1.0,1,0,1,0
546,12.4,55,1.0,0.0,0.0,0.43388373911755823,-0.900968867902419,0.20129852008866006,0.9795299412524945,1,0,1,0
409,11.9,57,1.0,0.0,0.0,0.43388373911755823,-0.900968867902419,0.39435585511331855,0.9189578116202306,1,0,1,0
239,11.3,66,1.0,0.0,0.0,0.43388373911755823,-0.900968867902419,0.5712682150947923,0.8207634412072763,1,0,1,0
140,10.7,70,0.7,0.0,0.0,0.43388373911755823,-0.900968867902419,0.72479278722912,0.6889669190756866,1,0,1,0
180,10.2,73,0.8,0.0,0.0,0.43388373911755823,-0.900968867902419,0.8486442574947509,0.5289640103269624,1,0,1,0
452,10.0,72,0.8,0.0,0.0,0.43388373911755823,-0.900968867902419,0.9377521321470804,0.3473052528448203,1,0,1,0
1124,10.7,68,0.8,0.0,0.0,0.43388373911755823,-0.900968867902419,0.9884683243281114,0.1514277775045767,1,0,1,0
1933,11.7,62,0.6,0.0,0.0,0.43388373911755823,-0.900968867902419,0.9987165071710528,-0.05064916883871264,1,0,1,0
1027,14.0,54,1.5,0.0,0.0,0.43388373911755823,-0.900968867902419,0.9680771188662043,-0.2506525322587204,1,0,1,0
745,16.7,47,2.2,0.0,0.0,0.43388373911755823,-0.900968867902419,0.8978045395707416,-0.4403941515576344,1,0,1,0
930,18.1,42,2.7,0.0,0.0,0.43388373911755823,-0.900968867902419,0.7907757369376989,-0.6121059825476626,1,0,1,0
1197,19.6,36,2.2,0.0,0.0,0.43388373911755823,-0.900968867902419,0.6513724827222223,-0.758758122692791,1,0,1,0
1084,20.6,30,2.4,0.0,0.0,0.43388373911755823,-0.900968867902419,0.48530196253108104,-0.8743466161445821,1,0,1,0
1123,21.6,28,3.1,0.0,0.0,0.43388373911755823,-0.900968867902419,0.29936312297335804,-0.9541392564000488,1,0,1,0
1227,21.9,23,2.6,0.0,0.0,0.43388373911755823,-0.900968867902419,0.10116832198743272,-0.994869323391895,1,0,1,0
1386,21.7,23,2.5,0.0,0.0,0.43388373911755823,-0.900968867902419,-0.10116832198743204,-0.9948693233918952,1,0,1,0
1796,20.7,30,3.3,0.0,0.0,0.43388373911755823,-0.900968867902419,-0.2993631229733582,-0.9541392564000488,1,0,1,0
2574,17.4,45,3.1,0.0,0.0,0.43388373911755823,-0.900968867902419,-0.4853019625310808,-0.8743466161445822,1,0,1,0
1891,15.2,45,3.3,0.0,0.0,0.43388373911755823,-0.900968867902419,-0.651372482722222,-0.7587581226927911,1,0,1,0
1531,14.4,50,2.7,0.0,0.0,0.43388373911755823,-0.900968867902419,-0.7907757369376986,-0.6121059825476627,1,0,1,0
1447,13.4,60,2.2,0.0,0.0,0.43388373911755823,-0.900968867902419,-0.8978045395707417,-0.44039415155763423,1,0,1,0
1146,12.7,61,2.2,0.0,0.0,0.43388373911755823,-0.900968867902419,-0.9680771188662041,-0.2506525322587213,1,0,1,0
851,12.1,58,1.9,0.0,0.0,0.43388373911755823,-0.900968867902419,-0.9987165071710528,-0.05064916883871355,1,0,1,0
663,11.8,59,2.4,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.0,1.0,1,0,1,0
562,11.5,57,1.8,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.20129852008866006,0.9795299412524945,1,0,1,0
361,11.2,58,1.4,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.39435585511331855,0.9189578116202306,1,0,1,0
258,10.7,63,1.1,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.5712682150947923,0.8207634412072763,1,0,1,0
140,10.2,65,1.5,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.72479278722912,0.6889669190756866,1,0,1,0
170,9.9,69,1.1,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.8486442574947509,0.5289640103269624,1,0,1,0
427,9.9,66,1.5,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.9377521321470804,0.3473052528448203,1,0,1,0
1129,10.1,63,0.7,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.9884683243281114,0.1514277775045767,1,0,1,0
1922,11.6,58,1.4,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.9987165071710528,-0.05064916883871264,1,0,1,0
985,13.2,57,0.8,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.9680771188662043,-0.2506525322587204,1,0,1,0
789,15.3,50,1.0,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.8978045395707416,-0.4403941515576344,1,0,1,0
986,17.7,44,1.5,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.7907757369376989,-0.6121059825476626,1,0,1,0
1142,19.5,40,1.1,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.6513724827222223,-0.758758122692791,1,0,1,0
1133,21.0,36,1.0,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.48530196253108104,-0.8743466161445821,1,0,1,0
1115,22.2,32,2.8,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.29936312297335804,-0.9541392564000488,1,0,1,0
1253,22.7,29,1.6,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.10116832198743272,-0.994869323391895,1,0,1,0
1446,23.2,33,2.4,0.0,0.0,-0.433883739117558,-0.9009688679024191,-0.10116832198743204,-0.9948693233918952,1,0,1,0
1877,21.8,41,3.0,0.0,0.0,-0.433883739117558,-0.9009688679024191,-0.2993631229733582,-0.9541392564000488,1,0,1,0
2577,20.3,47,2.5,0.0,0.0,-0.433883739117558,-0.9009688679024191,-0.4853019625310808,-0.8743466161445822,1,0,1,0
1812,18.7,53,2.7,0.0,0.0,-0.433883739117558,-0.9009688679024191,-0.651372482722222,-0.7587581226927911,1,0,1,0
1499,16.9,41,3.1,0.0,0.0,-0.433883739117558,-0.9009688679024191,-0.7907757369376986,-0.6121059825476627,1,0,1,0
1362,15.7,51,1.9,0.0,0.0,-0.433883739117558,-0.9009688679024191,-0.8978045395707417,-0.44039415155763423,1,0,1,0
1278,14.7,63,1.4,0.0,0.0,-0.433883739117558,-0.9009688679024191,-0.9680771188662041,-0.2506525322587213,1,0,1,0
975,14.0,66,1.2,0.0,0.0,-0.433883739117558,-0.9009688679024191,-0.9987165071710528,-0.05064916883871355,1,0,1,0
777,13.3,70,1.6,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,1,0,1,0
672,12.7,74,1.8,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.20129852008866006,0.9795299412524945,1,0,1,0
522,12.0,76,1.0,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.39435585511331855,0.9189578116202306,1,0,1,0
325,11.6,76,1.0,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.5712682150947923,0.8207634412072763,1,0,1,0
